Pathway	New pathway name	Norm_GSM300177	Norm_GSM300181	Norm_GSM300189	Norm_GSM300192	Norm_GSM300196	Norm_GSM300204	Norm_GSM300214	Norm_GSM300222	Norm_GSM300234	Norm_GSM300238	Norm_GSM300242	Norm_GSM300248	Norm_GSM300267	Norm_GSM300285	Norm_GSM300324	Norm_GSM300328	Norm_GSM300332	Norm_GSM300338	Tumour_GSM1176196	Tumour_GSM1176197	Tumour_GSM1176198	Tumour_GSM1176199	Tumour_GSM1176200	Tumour_GSM1176201	Tumour_GSM1176202	Tumour_GSM1176203	Tumour_GSM1176204	Tumour_GSM1176205	Tumour_GSM1176206	Tumour_GSM1176207	Tumour_GSM1176208	Tumour_GSM1176209	Tumour_GSM1176210	p-value_Mean	q-value_Mean	Difference	|Difference|
GPCR_Pathway	GPCR Main Pathway	0.003802517	-1.541700297	-3.865219672	1.14530291	3.363081898	-0.015177628	0.63250303	2.661712712	-0.482800695	1.761694912	-4.140958509	1.500821233	-1.582226681	0.380547646	-0.080567574	-0.050044305	-1.108421736	-1.533591645	-5.553455075	-1.541700297	4.770870727	-1.026700274	2.590585305	5.153969137	2.9292275	-1.461337236	1.639688084	0.907985681	2.684781472	2.444687559	0.992120053	1.523930493	2.832355148	0.04878663	0.120659791	1.423091767	1.423091767
cAMP_Pathway_Endothelial_Cell_Regulation	cAMP Pathway (Endothelial Cell Regulation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.284607654	0	-0.308203586	0	-0.262369352	0	0	0	-0.272565498	0	-0.237504351	-0.218537327	0	0	0	0.050893803	0.124757376	-0.105585851	0.105585851
AHR_Pathway	AHR Main Pathway	0.406079941	0	0.409371413	-0.573295862	-2.665006157	0.434530376	0	0	0.481274357	0	0	-0.585194939	0.896006448	-0.527001057	0	0	0	0	0.795201735	0	0.481274357	0.481274357	0	0.480291776	-0.435587647	0	0.306682226	0	1.045356968	0.665630427	1.0410138	0.481274357	-1.270956701	0.057677444	0.136552581	0.367165681	0.367165681
Chromatin_Pathway	Chromatin Main Pathway	0	0	0	0	0	0	0	0	0.444682022	0	-0.602055898	0	0	0	0	0	0	0	0	0	0.556062254	0	0.60174909	0	0	0	0.532589767	0	0.444682022	0	0.444682022	0	0.444682022	0.057677444	0.136552581	0.210372805	0.210372805
Chromatin_Pathway_Octamer_Sliding	Chromatin Pathway (Octamer Sliding)	0	0	0	0	0	0	0	0	0.444682022	0	-0.602055898	0	0	0	0	0	0	0	0	0	0.556062254	0	0.60174909	0	0	0	0.532589767	0	0.444682022	0	0.444682022	0	0.444682022	0.057677444	0.136552581	0.210372805	0.210372805
Chromatin_Pathway_Octamer_Transfer	Chromatin Pathway (Octamer Transfer)	0	0	0	0	0	0	0	0	0.444682022	0	-0.602055898	0	0	0	0	0	0	0	0	0	0.556062254	0	0.60174909	0	0	0	0.532589767	0	0.444682022	0	0.444682022	0	0.444682022	0.057677444	0.136552581	0.210372805	0.210372805
ATM_Pathway_S_Phase_Progresion	ATM Pathway (S-Phase Progression)	0	0	0	0	0.478223772	0	0	0	0	0	0.568562548	0	0.537113285	0.522399924	0.565711177	0.48184987	0	-0.611565654	0.577648102	0	-0.690777453	0	-0.731504794	0	0.40555028	-0.668774997	0	0	-0.902515174	0	0	0	-0.462256639	0.06009936	0.13989515	-0.306080652	0.306080652
Sister_chromatid_cohesion_effect	Cell Cycle Pathway (SCC during S-phase)	-0.420665263	0	0.466511733	0	-0.418064822	0	0.478200186	0	0	0	0	0	0.537205774	-0.479640622	0	0	0	0	1.317310927	0	0.71889126	0.924029183	0.509157598	0	0.504220399	0	0.743389626	0	0	0	0	0	0	0.06009936	0.13989515	0.305380656	0.305380656
IGF1R_Signaling_Pathway	IGF1R Main Pathway	-0.114557904	-1.458630972	-4.069199812	0.464374111	1.995623562	0.712989111	-0.250273594	2.987479246	-0.138492245	2.184091396	-0.788423841	-0.697761266	1.181149855	-0.447835179	-0.033503812	0.398421953	-0.916737544	0.461718314	-7.131686423	-1.458630972	-0.847257072	-3.281441179	-2.671022366	1.11789362	-0.346204739	-1.289789611	-0.933199347	0.907985681	-0.303735705	-1.344716134	-3.712840687	1.584037355	1.231395555	0.062605003	0.144513215	-1.3136381	1.3136381
cAMP_Pathway_Glycogen_Synthesis	cAMP Pathway (Glycogen Synthesis)	0	0	0	0	0.250314623	0	0	0	0	0	-0.305219732	0	0	0	0	0	0	0	0.219142375	0	0.282256633	0	0.261554804	0	0.213758883	0	0.461388504	0	0	0	0.202288536	0	0	0.065196419	0.145640388	0.1124096	0.1124096
cAMP_Pathway_Oncogenesis	cAMP Pathway (Oncogenesis)	0	0	0	0	0.250314623	0	0	0	0	0	-0.305219732	0	0	0	0	0	0	0	0.219142375	0	0.282256633	0	0.261554804	0	0.213758883	0	0.461388504	0	0	0	0.202288536	0	0	0.065196419	0.145640388	0.1124096	0.1124096
cAMP_Pathway_Protein_Retention	cAMP Pathway (Protein Retention)	0	0	0	0	0.250314623	0	0	0	0	0	-0.305219732	0	0	0	0	0	0	0	0.219142375	0	0.282256633	0	0.261554804	0	0.213758883	0	0.461388504	0	0	0	0.202288536	0	0	0.065196419	0.145640388	0.1124096	0.1124096
Nucleotide_excision_repair_effect	DDR Pathway (NER)	0	0.455839971	0.696044176	-0.855374375	-0.659133854	-0.80142835	0	0	0	0	0	0	0	0	0	0	0	0	0.418413909	0.455839971	0	0	0	0	0.653994729	0	0.623529017	0	0.825101369	0	0.417903788	-0.512663253	0.4509766	0.065196419	0.145640388	0.286875988	0.286875988
Hedgehog_Pathway_Target_genes.WNT.Ptc.BMP.	Hedgehog Pathway (Activation of BMP_ Ptc_ WNT)	0	0	0	0	0	0	0	0	0.474682451	-0.545634019	0	0	0	-0.401309188	0	0	0	0	0	0	1.021377652	0	0	1.171880095	0	0	0	0	0.618565043	1.008127867	0	0	1.338869205	0.070644825	0.156548932	0.370158033	0.370158033
DNA_Repair_Mechanisms_Pathway	DNA Repair Mechanisms Pathway	0	-0.255966681	0.474461596	0	-1.840563457	1.236545462	0.070837105	0.542197102	0.487176546	-1.23603292	0.699324143	-1.307318475	-1.902944855	1.381669846	0.646154166	-0.998269945	0.401404614	1.173051177	-0.001939198	-0.255966681	0.212217354	-0.469251374	0.014275964	-1.235965401	-2.659344466	-1.072681851	-0.855609522	1.150583746	-0.726032848	-1.035972341	-1.598282384	0	-0.202623998	0.073505968	0.161596454	-0.558646501	0.558646501
cAMP_Pathway_Cell_Growth	cAMP Pathway (Cell Growth)	0	0	0.444126064	0.445482565	0.436676496	0.436676496	0.436676496	-0.931626713	0.436676496	-1.083548787	0	0	0	-0.448047388	0	0	0	-0.723636718	0.436676496	0	0.436676496	0.436676496	0.437685417	0.440663444	0.436676496	0.436676496	0.436676496	0	0.436676496	0.436676496	0.436455774	0	-0.033626487	0.076461189	0.162921149	0.348891841	0.348891841
cAMP_Pathway_Cell_Survival_._Chemotaxis	cAMP Pathway (Cell Survival_ Chemotaxis)	0	0	0.444126064	0.445482565	0.436676496	0.436676496	0.436676496	-0.931626713	0.436676496	-1.083548787	0	0	0	-0.448047388	0	0	0	-0.723636718	0.436676496	0	0.436676496	0.436676496	0.437685417	0.440663444	0.436676496	0.436676496	0.436676496	0	0.436676496	0.436676496	0.436455774	0	-0.033626487	0.076461189	0.162921149	0.348891841	0.348891841
Fas_m_Signaling_Pathway	Fas Signaling Pathway (Negative)	0	0	0	0	0.073011942	0	0	0	0	0.483491204	-0.486516585	0.550163302	0	0	0	0	0	0	0.651863493	0	0.093257804	0.535304253	0.444456978	0	0.166916458	0.45842476	-0.163483378	0	1.171951581	0	0.72877973	0	0	0.076461189	0.162921149	0.238045342	0.238045342
Fas_p_Signaling_Pathway	Fas Signaling Pathway (Positive)	0	0	0.832298924	0	0	0	0	0	0	0	-1.251666483	1.091730105	0.559943747	0	0	0	0	-0.459303125	0.802602559	0	1.397717678	0	0.941082805	0.435370837	1.168570247	0	0.746506403	0	0.676915048	0	0	0	0	0.076461189	0.162921149	0.368306418	0.368306418
NGF_p_Pathway	NGF (Positive) Main Pathway	0	0	-1.221914011	0	1.351310725	-0.54007728	0	0.489511137	0	0.974076642	-1.093071838	0.552413956	-0.163672449	0.019426451	-0.545898655	0.673358759	-0.052356037	-0.126045486	-0.385813043	0	0.797462293	0.00264423	0.511151664	0.834782622	0.892469298	0	0.949993092	-0.508124855	0.783406555	0.602911779	0.155763115	0	0.44964315	0.079512584	0.168129662	0.321471443	0.321471443
CREB_Pathway_Gene_Expression	CREB Pathway (Gene Expression Pathway)	0	0	-0.903452123	-0.420637078	0.495371695	0	0	0.584268133	-0.595189447	0	0.084267981	-1.15125939	-0.575672292	0.49772923	0.512394843	0	0	1.28681859	-1.078433758	0	-0.377005314	-0.81867266	-0.98897109	0.562533671	-0.860783553	0	-0.483679635	0	0.367917145	-0.272164919	-1.604021951	0	-0.530299959	0.082662252	0.173465483	-0.395274365	0.395274365
ATM_Pathway	ATM Main Pathway	-0.420665263	-0.567338997	-0.007949863	0	0.950128929	0	-0.013965031	-0.542197102	-0.487176546	0	1.890676987	0	1.074319058	0.042759302	0.565711177	0.48184987	0	-0.611565654	1.054189442	-0.567338997	-0.674400343	0.461931866	-0.069330014	-0.515314237	0.814817609	-1.076161411	0.344636284	0	-0.934550929	-0.543055445	-0.603642421	0	-1.080185188	0.092721928	0.19025166	-0.356703967	0.356703967
MAPK_Family_Pathway_Gene_Expression	MAPK Family Pathway (Gene Expression)	0	-0.567338997	0.357837328	0	1.348610533	0	-0.492165217	-0.542197102	-0.487176546	0	0.598113374	0.615199076	0	0	0	0	0	-0.459303125	-0.399865355	-0.567338997	0.168605603	-1.030178321	0.383790832	-0.0799434	-0.015104801	-0.407386414	-0.390872613	0	0.126263889	-0.543055445	-0.603642421	0	-0.617928549	0.092721928	0.19025166	-0.285753695	0.285753695
Translation_Regulation_of_EIF4F_activity	Translation Regulation of EIF4F activity	0	-0.556140105	-0.421769862	-0.481776345	3.613044509	0	0	0.489511137	0	0.545102186	-2.540652178	-0.038350023	-0.432610582	0.005130679	0	0	-0.64419977	-0.242481753	-0.253776622	-0.556140105	1.116641223	-0.509637556	0.445455795	2.503709446	1.217340234	0	2.388155962	0	-0.166047681	0.698513311	2.321292012	0.498623149	-0.008496032	0.092721928	0.19025166	0.685552882	0.685552882
ATM_Pathway_Apoptosis_._Senescense	ATM Pathway (Apoptosis_ Senescense)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
ATM_Pathway_Cell_Cicle_Checkpoint_Control	ATM Pathway (Cell Cicle Checkpoint Control)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
ATM_Pathway_Checkpoint_Activation	ATM Pathway (Checkpoint Activation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
ATM_Pathway_NF_kB_Pathway	ATM Pathway (NF-kB Pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
ATM_Pathway_S_Phase_Arrest	ATM Pathway (S-Phase Arrest)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
ATM_Pathway_Synaptic_Vesicle_Transport	ATM Pathway (Synaptic Vesicle Transport)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	0.572611169	0	0.738625674	0	0.518615403	0	0	0	0	0.103741678	0.200105569	0.222588261	0.222588261
cAMP_Pathway_Cytokine_Production	cAMP Pathway (Cytokine Production)	0	-0.567338997	-0.030335532	0.445482565	1.326646475	0.436676496	-0.055488721	-1.473823814	-0.05050005	-1.083548787	1.32211444	0	0	-0.448047388	0	0	0	-0.723636718	-0.765791419	-0.567338997	-0.265837654	-0.025420821	-0.119606556	-0.074650793	-0.230887743	0.029290082	-0.700702521	0	-0.113974663	-0.106378949	-0.167186647	0	-0.651555036	0.107638014	0.200105569	-0.200569446	0.200569446
CD40_Pathway	CD40 Main Pathway	0	-0.099417222	0.357837328	0	1.060835308	0	-0.492165217	-0.542197102	-0.487176546	0	-0.10306183	1.239996702	0.74307661	-0.6005073	0	-0.451239428	-0.630190495	-0.459303125	-0.399865355	-0.099417222	1.106386497	0.105983688	1.101437657	-0.0799434	0.850488877	0.211470714	0.414604946	0	0.728428176	-0.134735998	-0.066518606	0	-0.05155286	0.099958269	0.200105569	0.271535158	0.271535158
CD40_Pathway_IKBs_Degradation	CD40 Pathway (IKBs Degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
IGF1R_Signaling_Pathway_IKB_Degradation	IGF1R Signaling Pathway (IKB degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
MAPK_Family_Pathway_IKBs_Degradation	MAPK Family Pathway (IKBs Degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
TRAF_m_Pathway_IKBs_Degradation	TRAF (Negative) Pathway (IKBs Degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
TRAF_p_Pathway_IKBs_Degradation	TRAF (Positive) Pathway (IKBs Degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
X0_IL_6_Pathway_IKBs_Degradation	IL-6 Pathway (IKBs degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-0.724001066	0.615199076	0	0	0	0	0	-0.459303125	0.802602559	0	0.871119752	-0.568081005	0.941082805	0.435370837	0.652459438	0	0.746506403	0	0.676915048	0	0	0	0	0.107638014	0.200105569	0.263707591	0.263707591
Hedgehog_Pathway_Repression_of_target_genes.Hh.BMP.	Hedgehog Pathway (Repression of Hh_ BMP)	-0.443851201	-0.443851201	-0.547294192	-0.523256005	0.564403535	0	-0.443851201	0.927267581	0.474682451	-0.545634019	1.098254619	0	-1.177357198	-0.401309188	0	0	-0.569314275	0	-1.220015631	-0.443851201	-0.440504839	-1.071231342	-2.050581724	0.153205287	-1.538092952	-0.88064573	-1.147574586	0	0.139119264	0.073961518	-1.151657256	-0.483080321	0.167106667	0.111649335	0.203466222	-0.546750062	0.546750062
TNF_m_Pathway	TNF (Negative) Main Pathway	0	0	0	0	0	0	0	0	0	0	-0.541375298	0	0.461839591	-0.526072997	-0.420047149	0	-0.45079703	0	0	0	0	0	0.70069328	0	0	0	0.568822742	0	0.409084736	0	0	0	0	0.111649335	0.203466222	0.193931877	0.193931877
TNF_m_Pathway_Apoptosis	TNF (Negative) Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	-0.541375298	0	0.461839591	-0.526072997	-0.420047149	0	-0.45079703	0	0	0	0	0	0.70069328	0	0	0	0.568822742	0	0.409084736	0	0	0	0	0.111649335	0.203466222	0.193931877	0.193931877
cAMP_Pathway_Cell_Proliferation	cAMP Pathway (Cell Proliferation)	0	0	-0.439656061	0.932718625	0.883581389	0	0	0	0	0	-0.305219732	0	0	0	0	0	0	0	-0.705643576	0	0.282256633	0	-0.284506859	0	-0.396543123	0	-0.045435945	0	-0.530059797	0	-0.413014657	0	0	0.138245029	0.250286752	-0.19905339	0.19905339
TNF_p_Pathway_Gene_expression_Cell_Survival	TNF (Positive) Pathway (Gene expression_ Cell survival)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-1.251666483	1.091730105	0.559943747	0	0	0	0	-0.459303125	1.628305342	0	1.397717678	-0.568081005	1.365756658	0.435370837	1.616686901	0	0.746506403	0	0.676915048	0	0	0	0	0.148120258	0.2664241	0.418187206	0.418187206
Androgen_receptor_Pathway_Gonadotropin_Regulation	Androgen Receptor Pathway (Gonadotropin Regulation)	0	0.411605915	0	0	0	0	0	0	0	0	0	1.20558123	0	0	0	0	0	0	0.966361879	0.411605915	0	0	0.48882493	0	0.537708459	0	1.079030455	0	0.461163477	0	0	0	0	0.16393135	0.287398633	0.173135944	0.173135944
Androgen_receptor_Pathway_Histone_Modification	Androgen Receptor Pathway (Histone Modification)	0	0.411605915	0	0	0	0	0	0	0	0	0	1.20558123	0	0	0	0	0	0	0.966361879	0.411605915	0	0	0.48882493	0	0.537708459	0	1.079030455	0	0.461163477	0	0	0	0	0.16393135	0.287398633	0.173135944	0.173135944
Androgen_receptor_Pathway_Prostate_Differentiation_._Development	Androgen Receptor Pathway (Prostate Differentiation & Development)	0	0.411605915	0	0	0	0	0	0	0	0	0	1.20558123	0	0	0	0	0	0	0.966361879	0.411605915	0	0	0.48882493	0	0.537708459	0	1.079030455	0	0.461163477	0	0	0	0	0.16393135	0.287398633	0.173135944	0.173135944
Androgen_receptor_Pathway_Sexual_Differentiation_._Sexual_Maturation_at_Puberty	Androgen Receptor Pathway (Sexual Differentiation & Sexual Maturation at Puberty)	0	0.411605915	0	0	0	0	0	0	0	0	0	1.20558123	0	0	0	0	0	0	0.966361879	0.411605915	0	0	0.48882493	0	0.537708459	0	1.079030455	0	0.461163477	0	0	0	0	0.16393135	0.287398633	0.173135944	0.173135944
TRAF_m_Pathway	TRAF (Negative) Main Pathway	0	0	0	0	0	0	0	0	0	0	-0.541375298	0	0.461839591	-0.526072997	-0.420047149	0	-0.45079703	0	0	0	0	0	0.70069328	0	0	0	0.568822742	0	0	0	0	0	0	0.175157922	0.305149337	0.166659562	0.166659562
TNF_p_Pathway_IKBs_degradation	TNF (Positive) Pathway (IKBs degradation)	0	0	0.832298924	0	0.458640554	0	0	0	0	0	-1.251666483	1.091730105	0.559943747	0	0	0	0	-0.459303125	0.802602559	0	1.397717678	-0.568081005	0.941082805	0.435370837	1.168570247	0	0.746506403	0	0.676915048	0	0	0	0	0.180981917	0.313324943	0.30495432	0.30495432
HIF1Alpha_Pathway	HIF1-Alpha Main Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.012024222	0	-0.440408307	0	0	0	-0.530405024	0	-0.88646706	0	0	0.593095012	0	0	-0.53323604	0.193059061	0.332157515	-0.120629709	0.120629709
Regulation_of_telomere_length_and_cellular_immortalization_effect	Telomere Main Pathway	0	0	0	0	-0.455619728	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	-0.27308413	0	0	0.416181069	-0.289069583	0	-0.572611169	0	-0.738625674	0	-0.518615403	0	0	0	0	0.205718061	0.351752487	-0.130536033	0.130536033
SMAD_m_Pathway_Degradation	SMAD (Negative) Pathway (Degradation)	0	-0.638219264	1.218585282	-0.481776345	-0.094345944	1.236545462	-0.013028801	0	0	-1.23603292	0.316309596	-1.307318475	-1.364279835	0.950835678	0.646154166	-0.998269945	0.401404614	0.625756607	-0.548527583	-0.638219264	0.613488544	-0.931348691	-0.474906487	-0.00315436	-1.61979476	-0.971301319	0.315386663	1.150583746	-1.795299409	-1.139960703	0.710839596	0	-1.271529147	0.218969619	0.369845027	-0.399267316	0.399267316
SMAD_p_Pathway_Degradation	SMAD (Positive) Pathway (Degradation)	0	-0.638219264	1.218585282	-0.481776345	-0.094345944	1.236545462	-0.013028801	0	0	-1.23603292	0.316309596	-1.307318475	-1.364279835	0.950835678	0.646154166	-0.998269945	0.401404614	0.625756607	-0.548527583	-0.638219264	0.613488544	-0.931348691	-0.474906487	-0.00315436	-1.61979476	-0.971301319	0.315386663	1.150583746	-1.795299409	-1.139960703	0.710839596	0	-1.271529147	0.218969619	0.369845027	-0.399267316	0.399267316
IP3_Pathway	IP3 Main Pathway	-0.607497204	-1.458630972	-5.102002671	1.176017213	0.641252911	0.712989111	-1.166233316	3.015556695	-0.631431545	2.313884226	-1.845077962	0.114387494	1.642554539	-2.018152783	0.512394843	0.398421953	-0.504302162	1.227876905	-5.264832486	-1.458630972	-1.411412312	-2.466378574	-3.339036227	0.359252816	0.389801568	-1.323610066	2.432563302	0.907985681	-1.282306523	0.63605995	-3.205379552	1.721810431	0.036352232	0.225820657	0.379104982	-0.79685112	0.79685112
SMAD_m_Pathway	SMAD (Negative) Main Pathway	0.4929393	-1.194359369	1.218585282	-0.481776345	2.283795434	1.236545462	0.479910499	0.4929393	0.4929393	-1.800104208	-1.681824266	-0.842683444	-1.364279835	0.950835678	0.646154166	-0.998269945	0.401404614	0.625756607	0.2771752	-1.194359369	2.043149424	-0.489818977	1.485598297	1.803328496	0.370633122	-0.478362019	2.304144711	1.150583746	-0.612848277	0.194563364	2.613219493	0.976652168	0.174526233	0.239978721	0.398048538	0.654628584	0.654628584
SMAD_p_Pathway	SMAD (Positive) Main Pathway	0.4929393	-1.194359369	1.218585282	-0.481776345	2.283795434	1.236545462	0.479910499	0.4929393	0.4929393	-1.800104208	-1.681824266	-0.842683444	-1.364279835	0.950835678	0.646154166	-0.998269945	0.401404614	0.625756607	0.2771752	-1.194359369	2.043149424	-0.489818977	1.485598297	1.803328496	0.370633122	-0.478362019	2.304144711	1.150583746	-0.612848277	0.194563364	2.613219493	0.976652168	0.174526233	0.239978721	0.398048538	0.654628584	0.654628584
Caspase_Cascade_ICAD_Degradation	Caspase Cascade (ICAD Degradation)	0	0	0	0	0	0	0	0	0	0	-0.054858713	-0.550163302	0.461839591	-0.526072997	-0.420047149	0	-0.45079703	0	-0.651863493	0	-0.583187825	-0.535304253	0.256236302	0	-0.594019031	-0.45842476	0.126337497	0	-0.762866845	0	-0.72877973	0	0	0.247287706	0.407730324	-0.17656372	0.17656372
Wnt_Pathway	Wnt Main Pathway	-0.438757273	-0.736565965	-4.284485472	1.229829079	3.484279505	-1.614799654	-0.557358	2.333206042	-1.036014836	3.088783592	-5.069219643	0.772801953	0.928403934	-2.566846276	-0.652470435	0.998269945	-0.465339266	-0.270983586	-5.08092182	-0.736565965	1.030356651	-1.094942408	-0.437352107	3.628081322	4.278253995	-0.757705315	1.590356639	-0.684254387	2.431505033	0.07973031	0.87959614	1.433082778	2.445195898	0.27014451	0.442781238	0.870142582	0.870142582
cAMP_Pathway_Cell_Survival	cAMP Pathway (Cell Survival)	0	0	-1.010144235	0	0.250314623	-0.449231052	0	1.267173537	0	0.45114849	-1.149548079	0.667089394	0.902893479	0	0	0	-0.467584201	-0.022625696	-1.355771842	0	0.687997453	-0.764892766	0.041442065	0.470442261	0.666009886	0.424261498	0.841146811	0	0.411612986	-0.703026415	0.705044452	0	0.362802191	0.294409586	0.479714443	0.094722002	0.094722002
Caspase_Cascade_Cell_Survival	Caspase Cascade (Cell Survival)	0	0	0	0	0	0	0	0	0	0	0	0.595103846	0	0	0	0	0	0	0.955442156	0	0.521121872	0	0.409185925	0	0.771435777	0	0.475847476	0	0	0	0	0	-0.190070037	0.302813041	0.482064439	0.16313622	0.16313622
Growth_Hormone_Pathway	Growth Hormone Main Pathway	-0.823847096	-0.567338997	-0.474461596	-0.591548646	-1.633518431	-0.54007728	-0.060528818	-0.542197102	-1.403217565	0.922882989	1.208858467	1.64913081	0.409700691	1.134510255	0.414682086	1.323139547	0.097674439	-0.239959567	-0.162637578	-0.567338997	0.247000237	-1.14827827	0.213712927	-0.458483915	1.14987529	-2.387825424	-0.70757922	-0.508124855	0.691741078	0.208595079	-1.167601999	0	-2.466109059	0.302813041	0.482064439	-0.486641657	0.486641657
Growth_Hormone_Pathway_Glucose_Uptake	Growth Hormone Pathway (Glucose uptake)	-0.823847096	-0.567338997	-0.474461596	-0.591548646	-1.633518431	-0.54007728	-0.060528818	-0.542197102	-1.403217565	0.922882989	1.208858467	1.64913081	0.409700691	1.134510255	0.414682086	1.323139547	0.097674439	-0.239959567	-0.162637578	-0.567338997	0.247000237	-1.14827827	0.213712927	-0.458483915	1.14987529	-2.387825424	-0.70757922	-0.508124855	0.691741078	0.208595079	-1.167601999	0	-2.466109059	0.302813041	0.482064439	-0.486641657	0.486641657
RANK_Signaling_in_Osteoclast_Pathway	RANK Signaling in Osteoclast Main Pathway	0	-0.567338997	0.798146311	-0.463562211	0.431329424	-0.46341718	-0.492165217	-1.040882025	-0.899566737	0	0.086999508	2.892798955	0.559943747	0	0	0	0.520826849	-0.459303125	1.076593967	-0.567338997	1.865537918	-0.306406503	0.584358115	1.627443116	2.057249946	-0.819776605	0.559300771	0	0.191848143	-0.081697514	-0.00565626	0	-0.404718238	0.302813041	0.482064439	0.334904229	0.334904229
Caspase_Cascade_Apoptosis	Caspase Cascade (Apoptosis)	0	0	0	0	-0.511352445	0	0	0	0	0	-0.054858713	-0.550163302	0.461839591	-0.526072997	-0.420047149	0	-0.45079703	0	-0.651863493	0	-0.583187825	-0.535304253	0.256236302	0	-0.594019031	-0.45842476	0.126337497	0	-0.762866845	0	-0.72877973	0	0	0.311374495	0.492861343	-0.148155251	0.148155251
TGF_beta_Pathway_SnON_degradation	TGF beta Pathway (SnON degradation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491042573	0	0	0	0.511453062	0	0	0	0.607224135	0	0	0	0	0	0	0.328971774	0.511939222	0.107314651	0.107314651
TGF_beta_Pathway_Tumor_suppression	TGF beta Pathway (Tumor suppression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491042573	0	0	0	0.511453062	0	0	0	0.607224135	0	0	0	0	0	0	0.328971774	0.511939222	0.107314651	0.107314651
TGF_beta_Pathway_Tumorogenesis	TGF beta Pathway (Tumorigenesis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491042573	0	0	0	0.511453062	0	0	0	0.607224135	0	0	0	0	0	0	0.328971774	0.511939222	0.107314651	0.107314651
Androgen_receptor_Pathway_Cell_Survival_._Cell_Growth	Androgen Receptor Pathway (Cell Survival & Cell Growth)	0	0	-0.618403283	0	0.495371695	-0.54007728	0.431636399	0.584268133	0	0	0.151985062	-0.046735945	-0.575672292	0	0	0.673358759	0.591843733	0.082841055	-0.192121212	0	1.303572028	-0.532678765	0.637765804	0.582019845	0.677346899	0	1.480013778	-0.508124855	0.740374816	-0.272434702	1.973502032	0	-0.025327222	0.356552338	0.548694431	0.322570783	0.322570783
